player,nation,position,squad,competition,age,born,90s,yellow_cards,red_cards,second_yellowcards,fouls_commited,fouls_drawn,offsides,crosses,interceptions,tackles_won,pk_won,pk_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_won%
Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,20,2003,19.1,6,1,1,18,12,1,40,17,34,0,0,0,66,19,19,50
Manu Sánchez,ESP,DF,Alavés,La Liga,23,2000,29.3,6,1,0,56,21,1,78,30,56,0,1,1,105,8,32,20
Robert Sánchez,ESP,GK,Chelsea,Premier League,26,1997,32,5,0,0,2,4,0,0,2,0,0,2,0,43,12,0,100
Jadon Sancho,ENG,FW,Chelsea,Premier League,24,2000,19.6,2,0,0,6,11,6,25,2,7,2,0,0,99,6,11,35.3
Philipp Sander,GER,MF,Gladbach,Bundesliga,26,1998,15.6,2,0,0,16,7,0,22,23,17,0,0,0,82,32,19,62.7
James Sands,USA,"MF,DF",St. Pauli,Bundesliga,24,2000,5,1,0,0,11,5,1,2,5,6,0,0,0,21,17,8,68
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28,1996,18.2,2,0,0,16,25,6,51,7,15,1,0,0,82,7,6,53.8
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22,2002,13.8,4,1,0,22,16,1,2,21,16,0,0,0,53,33,22,60
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26,1997,6.6,3,0,0,15,8,0,2,6,14,0,0,0,42,10,10,50
Nhoa Sangui,FRA,"DF,MF",Reims,Ligue 1,18,2006,12.9,3,0,0,9,8,0,16,8,9,0,0,0,64,6,12,33.3
Maroan Sannadi,MAR,FW,Athletic Club,La Liga,23,2001,8.4,0,0,0,20,30,7,6,1,0,1,0,0,24,14,17,45.2
Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23,2000,33.8,3,0,0,16,33,2,11,65,36,0,0,0,190,83,74,52.9
Morgan Sanson,FRA,MF,Nice,Ligue 1,29,1994,2.6,0,0,0,3,1,0,4,4,3,0,0,0,10,1,2,33.3
Nicola Sansone,ITA,"MF,FW",Lecce,Serie A,32,1991,0.7,1,0,0,0,1,1,4,0,0,0,0,0,1,0,1,0
Baptiste Santamaria,FRA,MF,Nice,Ligue 1,29,1995,10.3,1,0,0,16,20,0,3,18,10,0,1,0,49,24,13,64.9
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29,1995,5.4,1,0,0,5,7,0,4,12,4,1,0,1,34,13,13,50
Jesús Santiago,ESP,MF,Getafe,La Liga,20,2004,4.1,5,0,0,14,6,0,3,1,8,0,0,0,21,1,5,16.7
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20,2004,31.7,8,0,0,29,63,0,0,32,74,1,1,0,188,37,24,60.7
Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21,2003,8.5,0,0,0,0,2,0,0,0,0,0,0,1,19,7,0,100
Tiago Santos,POR,DF,Lille,Ligue 1,22,2002,4.5,1,0,0,6,10,2,19,2,7,1,0,0,15,6,4,60
Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,32,1992,9,3,0,0,16,15,5,47,4,8,0,0,0,34,5,14,26.3
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Amin Sarr,SWE,FW,Hellas Verona,Serie A,23,2001,21.2,1,0,0,47,20,13,7,3,12,0,1,0,42,65,91,41.7
Ismaila Sarr,SEN,MF,Crystal Palace,Premier League,26,1998,30.1,4,0,0,14,56,11,55,9,10,1,0,0,113,37,52,41.6
Malang Sarr,FRA,DF,Lens,Ligue 1,25,1999,15.4,0,0,0,13,10,1,1,22,13,0,3,0,69,18,5,78.3
Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,18,2005,26.3,4,0,0,29,11,0,1,25,21,0,1,0,98,30,29,50.8
Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23,2001,1,0,0,0,4,1,0,1,0,1,0,0,0,6,5,5,50
Razvan Sava,ROU,GK,Udinese,Serie A,22,2002,12,1,0,0,1,1,0,0,0,0,0,1,0,13,0,1,0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,32,1991,26.3,4,1,0,22,62,1,199,15,25,0,0,0,117,18,23,43.9
Sávio,BRA,"FW,MF",Manchester City,Premier League,20,2004,19.6,3,0,0,17,28,3,84,6,17,2,0,0,79,1,2,33.3
Nicolò Savona,ITA,DF,Juventus,Serie A,21,2003,19.2,5,0,0,13,9,1,34,11,13,0,0,0,72,9,18,33.3
Saba Sazonov,GEO,DF,Torino,Serie A,22,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joe Scally,USA,DF,Gladbach,Bundesliga,21,2002,28.6,6,0,0,23,48,1,50,16,32,0,1,0,97,24,28,46.2
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,20,2003,3,2,0,0,7,1,0,0,4,4,0,0,0,13,8,6,57.1
Gianluca Scamacca,ITA,FW,Atalanta,Serie A,25,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Oliver Scarles,ENG,"DF,FW",West Ham,Premier League,18,2005,7.4,1,0,0,5,3,1,15,11,11,0,0,0,34,6,6,50
Dane Scarlett,ENG,"FW,MF",Tottenham,Premier League,20,2004,0.4,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,100
Kevin Schade,GER,FW,Brentford,Premier League,22,2001,25.5,3,0,0,21,38,13,38,5,25,1,0,0,83,90,80,52.9
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25,1999,17,3,0,0,27,33,0,17,22,26,0,0,0,72,28,19,59.6
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32,1991,32.6,9,1,0,35,15,4,13,45,21,0,0,0,134,56,71,44.1
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28,1996,18.7,4,0,0,24,23,7,1,4,5,1,0,0,29,45,55,45
Stefan Schimmer,GER,"FW,MF",Heidenheim,Bundesliga,30,1994,2.7,1,0,0,2,1,2,3,0,0,0,0,0,9,3,15,16.7
Joël Schingtienne,BEL,DF,Venezia,Serie A,21,2002,12.5,2,0,0,7,1,0,0,14,16,0,1,0,49,4,14,22.2
Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,26,1997,2,1,0,0,4,3,0,1,0,2,0,0,0,8,0,4,0
Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27,1997,14.4,4,1,1,10,11,1,3,15,17,0,2,0,55,40,18,69
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24,1999,22,7,2,1,18,19,0,14,22,24,0,1,0,157,52,27,65.8
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31,1992,1.1,0,0,0,1,0,0,4,0,0,0,0,0,6,3,4,42.9
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24,2000,31.5,4,0,0,28,42,3,145,11,25,1,0,0,167,23,28,45.1
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26,1998,2.3,0,0,0,5,1,0,16,1,4,0,0,0,24,1,1,50
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25,1999,29.8,8,0,0,32,20,2,12,43,30,0,0,0,130,57,60,48.7
Marvin Schulz,GER,"MF,DF",Holstein Kiel,Bundesliga,29,1995,3.4,3,0,0,6,1,0,12,0,5,0,1,0,18,2,4,33.3
Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,32,1992,6,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,100
Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,25,1998,12.8,1,0,0,16,63,5,81,5,12,0,0,0,53,3,13,18.8
Alex Scott,ENG,MF,Bournemouth,Premier League,20,2003,8.4,3,0,0,17,26,0,7,10,14,0,0,0,52,7,7,50
Simone Scuffet,ITA,GK,Cagliari,Serie A,28,1996,13,0,0,0,0,1,0,0,0,0,0,0,0,17,3,1,75
Simone Scuffet,ITA,GK,Napoli,Serie A,28,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21,2003,2.1,0,0,0,6,2,2,2,0,2,0,0,0,10,3,3,50
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32,1991,6.6,1,1,0,9,5,0,0,10,10,0,0,0,18,9,6,60
Jacopo Seghetti,ITA,GK,Empoli,Serie A,19,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alidu Seidu,GHA,DF,Rennes,Ligue 1,24,2000,8.9,4,0,0,10,28,1,4,14,18,0,0,0,67,9,11,45
Nicolas Seiwald,AUT,"MF,DF",RB Leipzig,Bundesliga,23,2001,23.2,2,0,0,27,2,0,46,31,31,0,0,0,125,24,34,41.4
Hiroki Sekine,JPN,DF,Reims,Ligue 1,21,2002,9.9,1,0,0,4,7,0,21,5,7,0,0,0,21,11,11,50
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32,1992,38,4,0,0,1,10,0,0,0,1,0,1,0,17,15,2,88.2
Nélson Semedo,POR,DF,Wolves,Premier League,30,1993,32.1,8,0,0,48,30,4,63,23,36,0,1,0,139,28,42,40
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24,2000,35.6,9,0,0,73,37,15,59,11,35,1,0,0,158,66,76,46.5
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23,2001,2.5,3,0,0,4,4,0,1,7,3,0,1,0,13,3,3,50
Marcos Senesi,ARG,DF,Bournemouth,Premier League,27,1997,12.3,5,0,0,22,8,0,11,14,21,0,0,0,71,32,29,52.5
Stefano Sensi,ITA,MF,Monza,Serie A,28,1995,3,0,0,0,3,6,0,12,3,5,0,0,0,16,2,3,40
Suat Serdar,GER,MF,Hellas Verona,Serie A,27,1997,15.3,4,1,1,33,18,0,9,8,22,0,0,0,74,14,14,50
Sergi,ESP,DF,Leganés,La Liga,32,1992,32.9,2,1,0,30,12,7,1,39,29,1,1,1,80,63,58,52.1
Nicolás Serrano,ESP,FW,Athletic Club,La Liga,21,2003,1.2,0,0,0,2,2,0,13,1,1,0,0,0,3,0,2,0
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21,2003,26.4,2,1,1,26,20,18,7,5,3,0,0,0,62,70,49,58.8
Ryan Sessegnon,ENG,"FW,DF",Fulham,Premier League,24,2000,6.4,1,0,0,20,4,1,16,3,13,0,0,0,30,8,11,42.1
Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,31,1992,12.2,2,0,0,7,14,5,27,10,12,1,0,0,48,5,19,20.8
Luke Shaw,ENG,DF,Manchester Utd,Premier League,29,1995,3.9,1,0,0,3,1,0,11,2,3,0,0,1,9,3,2,60
Alen Sherri,ALB,GK,Cagliari,Serie A,26,1997,6.9,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,
Eldor Shomurodov,UZB,"FW,MF",Roma,Serie A,29,1995,12.2,1,0,0,14,7,3,6,3,6,0,0,0,36,26,38,40.6
Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32,1992,23.3,1,0,0,20,19,2,45,20,36,0,0,0,99,17,10,63
Armindo Sieb,GER,"FW,MF",Mainz 05,Bundesliga,21,2003,8.5,2,0,0,13,13,10,6,1,4,0,0,0,29,15,25,37.5
Benjamin Siegrist,SUI,GK,Genoa,Serie A,32,1992,1.7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,28,1995,26.7,4,0,0,34,31,1,64,16,27,0,0,0,125,31,35,47
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24,2000,13.1,4,0,0,16,7,0,10,20,14,0,1,0,37,20,21,48.8
Zain Silcott-Duberry,MSR,FW,Bournemouth,Premier League,19,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,22,2002,8.9,2,0,0,10,9,1,19,11,10,0,1,0,33,21,22,48.8
André Silva,POR,FW,Werder Bremen,Bundesliga,28,1995,4.2,1,0,0,4,7,2,4,0,2,0,0,0,10,12,12,50
André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,28,1995,1.5,0,0,0,0,2,0,0,1,1,0,0,0,7,1,5,16.7
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,29,1994,29.7,7,0,0,27,32,3,60,23,37,0,0,0,107,5,10,33.3
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27,1997,21.4,3,0,0,16,20,4,126,22,26,0,0,0,110,13,16,44.8
Fábio Silva,POR,FW,Las Palmas,La Liga,22,2002,20.7,7,0,0,39,43,20,21,4,7,0,0,0,48,51,52,49.5
Jota Silva,POR,"FW,MF",Nott'ham Forest,Premier League,24,1999,9.5,5,0,0,24,23,8,21,12,14,1,0,0,43,21,30,41.2
Eric da Silva Moreira,GER,"MF,DF",Nott'ham Forest,Premier League,18,2006,0.3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,
Rui Silva,POR,GK,Betis,La Liga,30,1994,15,1,0,0,1,2,0,0,0,0,0,1,0,25,2,0,100
Marco Silvestri,ITA,GK,Empoli,Serie A,33,1991,5,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100
Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23,2001,13.8,2,0,0,16,25,4,16,1,11,0,0,0,61,41,44,48.2
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24,2000,0.6,0,0,0,0,1,0,1,2,0,0,0,0,3,3,1,75
Giovanni Simeone,ARG,FW,Napoli,Serie A,29,1995,4.7,1,0,0,7,16,2,3,1,0,0,0,0,25,8,34,19
Giuliano Simeone,ARG,MF,Atlético Madrid,La Liga,21,2002,21.4,4,0,0,23,42,7,49,14,13,1,0,0,72,11,23,32.4
Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,29,1995,29,2,0,0,11,51,9,222,12,14,1,0,0,118,10,38,20.8
Unai Simón,ESP,GK,Athletic Club,La Liga,27,1997,21,0,0,0,0,3,0,0,1,0,0,0,0,33,6,0,100
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21,2003,23.9,5,0,0,24,56,5,79,12,21,0,0,0,128,19,26,42.2
Jahmai Simpson-Pusey,ENG,DF,Manchester City,Premier League,18,2005,1.1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,25
Danel Sinani,LUX,"FW,MF",St. Pauli,Bundesliga,27,1997,13.9,3,0,0,25,14,4,67,1,11,0,0,0,52,10,32,23.8
Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24,1999,25.5,5,0,0,36,33,13,25,13,20,2,0,0,76,27,64,29.7
Wilfried Singo,CIV,DF,Monaco,Ligue 1,23,2000,23.3,4,0,0,36,34,3,10,43,23,0,0,0,138,51,29,63.8
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25,1999,2.6,0,0,0,4,2,1,7,1,2,0,0,0,17,3,7,30
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29,1995,1,0,0,0,2,2,0,4,1,1,0,0,0,6,1,0,100
Tobias Sippel,GER,GK,Gladbach,Bundesliga,36,1988,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,28,1995,6.8,2,0,0,4,4,0,1,9,11,0,0,1,32,18,17,51.4
Ayanda Sishuba,BEL,FW,Rennes,Ligue 1,19,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28,1995,9.1,1,0,0,37,21,9,3,2,9,0,0,0,23,26,42,38.2
Ibrahima Sissoko,MLI,MF,Bochum,Bundesliga,26,1997,29,11,1,1,75,29,2,21,36,44,1,1,0,154,76,54,58.5
Niama Sissoko,MLI,"FW,MF",Reims,Ligue 1,18,2005,0.5,0,0,0,3,0,0,0,0,0,0,0,0,2,1,3,25
Antonio Sivera,ESP,GK,Alavés,La Liga,27,1996,31.2,6,1,0,4,5,0,0,0,1,0,3,1,21,5,1,83.3
Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,27,1996,12.9,1,0,0,10,15,10,29,5,11,0,0,0,56,10,40,20
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29,1995,24.8,6,0,0,22,19,2,3,31,22,0,0,0,105,19,19,50
Oliver Skipp,ENG,MF,Leicester City,Premier League,23,2000,12.5,8,0,0,21,13,0,5,11,4,0,0,0,46,12,6,66.7
Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24,1999,13.6,4,0,0,18,5,0,0,15,18,0,0,0,51,47,20,70.1
Leo Skiri Østigård,NOR,DF,Hoffenheim,Bundesliga,24,1999,10.3,0,1,0,19,5,1,2,9,7,0,1,1,44,60,32,65.2
Łukasz Skorupski,POL,GK,Bologna,Serie A,33,1991,26.3,1,0,0,1,4,0,0,0,0,0,1,0,47,2,1,66.7
Andreas Skov Olsen,DEN,"FW,MF",Wolfsburg,Bundesliga,24,1999,5.9,0,0,0,2,3,2,29,2,6,0,0,0,18,3,3,50
Robert Skov,DEN,"DF,MF",Union Berlin,Bundesliga,28,1996,9.5,1,0,0,14,10,1,61,8,11,0,0,0,43,9,9,50
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29,1995,4.2,1,0,0,4,5,1,0,3,5,0,0,0,25,7,5,58.3
Steven Skrzybski,GER,"MF,FW",Holstein Kiel,Bundesliga,31,1992,14.7,0,0,0,16,22,2,31,11,6,0,0,0,58,6,19,24
Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
William Smallbone,IRL,MF,Southampton,Premier League,24,2000,7.7,1,0,0,11,3,0,36,2,13,0,1,0,23,4,6,40
Adam Smith,ENG,DF,Bournemouth,Premier League,33,1991,17.7,7,0,0,19,12,0,33,15,12,0,0,0,50,14,15,48.3
Eric Smith,SWE,"DF,MF",St. Pauli,Bundesliga,27,1997,31.4,7,0,0,27,24,3,102,37,29,0,0,0,139,30,37,44.8
Justin Smith,CAN,MF,Espanyol,La Liga,21,2003,2.3,0,0,0,5,2,0,1,4,3,0,0,0,8,3,0,100
Emile Smith Rowe,ENG,MF,Fulham,Premier League,24,2000,22.7,3,0,0,19,14,4,16,11,18,0,0,0,75,6,20,23.1
Ivan Smolčić,CRO,DF,Como,Serie A,23,2000,7,2,0,0,11,5,0,4,10,9,0,1,0,27,11,10,52.4
Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,29,1995,1.1,2,0,0,4,1,0,1,2,0,0,0,0,4,3,3,50
Simon Sohm,SUI,MF,Parma,Serie A,23,2001,33.2,6,0,0,19,30,1,15,26,17,0,0,0,127,29,29,50
Alex Sola,ESP,"MF,FW",Getafe,La Liga,25,1999,11.4,4,0,0,24,26,7,18,7,14,0,0,0,47,18,28,39.1
Arnau Solà,ESP,MF,Villarreal,La Liga,21,2003,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Dominic Solanke,ENG,FW,Tottenham,Premier League,26,1997,24.5,0,0,0,36,36,5,4,1,11,0,0,1,38,46,60,43.4
Ola Solbakken,NOR,"MF,FW",Empoli,Serie A,25,1998,8.4,2,0,0,8,2,2,7,2,4,0,0,0,19,9,19,32.1
Carlos Soler,ESP,"MF,FW",West Ham,Premier League,27,1997,15.7,6,0,0,26,19,0,34,8,11,0,0,0,64,10,12,45.5
Julio Soler,ARG,"DF,FW",Bournemouth,Premier League,19,2005,0.1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,
Oumar Solet,FRA,DF,Udinese,Serie A,24,2000,18.6,3,1,1,17,14,0,9,17,19,0,0,0,92,20,20,50
Jhon Solis,COL,MF,Girona,La Liga,19,2004,5.9,3,0,0,9,6,0,3,4,7,0,0,0,27,3,5,37.5
Daniele Sommariva,ITA,GK,Genoa,Serie A,27,1997,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
Yann Sommer,SUI,GK,Inter,Serie A,35,1988,32,0,0,0,0,1,0,0,0,0,0,0,0,46,4,0,100
David Soria,ESP,GK,Getafe,La Liga,31,1993,38,2,0,0,0,2,0,0,1,4,0,0,0,28,6,0,100
Juan Soriano,ESP,GK,Leganés,La Liga,26,1997,6,1,1,0,0,3,0,0,0,1,0,0,1,5,0,0,
Borna Sosa,CRO,DF,Torino,Serie A,26,1998,13.1,0,0,0,12,7,1,51,14,19,0,1,0,53,16,19,45.7
Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,Premier League,24,1999,3.3,1,0,0,6,8,3,8,4,3,0,0,0,25,4,7,36.4
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,20,2003,13.9,5,0,0,19,9,1,50,5,17,0,0,0,71,2,10,16.7
Florian Sotoca,FRA,"FW,MF",Lens,Ligue 1,33,1990,19.9,2,1,0,15,20,6,75,14,13,0,0,0,79,43,26,62.3
Riccardo Sottil,ITA,"FW,MF",Fiorentina,Serie A,25,1999,9.3,1,0,0,7,33,1,41,4,4,1,0,0,44,4,9,30.8
Riccardo Sottil,ITA,"FW,MF",Milan,Serie A,25,1999,1.4,0,0,0,1,3,0,9,0,1,0,0,0,5,1,0,100
Tomáš Souček,CZE,MF,West Ham,Premier League,29,1995,28.5,8,0,0,47,25,4,14,20,21,1,0,0,63,99,73,57.6
Matìas Soulé,ARG,"MF,DF",Roma,Serie A,21,2003,19.8,3,0,0,12,36,1,88,9,16,0,0,0,105,10,17,37
Boubakary Soumaré,FRA,MF,Leicester City,Premier League,25,1999,24.1,8,0,0,24,23,0,10,27,20,0,0,0,140,21,11,65.6
Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,23,2000,21.1,0,0,0,17,60,4,42,16,14,0,0,0,98,84,56,60
Djibril Sow,SUI,MF,Sevilla,La Liga,27,1997,22.9,5,0,0,23,41,0,9,28,14,0,0,0,110,24,23,51.1
Saidou Sow,GUI,DF,Strasbourg,Ligue 1,22,2002,11.3,2,0,0,7,5,1,0,15,5,0,1,0,36,16,15,51.6
Saidou Sow,GUI,DF,Nantes,Ligue 1,22,2002,8.9,1,0,0,7,5,0,0,13,11,0,2,0,32,13,18,41.9
Djed Spence,ENG,DF,Tottenham,Premier League,23,2000,19.9,4,1,1,21,23,2,25,21,34,0,0,1,109,21,14,60
Leonardo Spinazzola,ITA,"DF,FW",Napoli,Serie A,31,1993,16.9,1,0,0,6,13,1,65,9,10,0,0,0,62,3,3,50
Marco Sportiello,ITA,GK,Milan,Serie A,32,1992,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Anton Stach,GER,"MF,DF",Hoffenheim,Bundesliga,25,1998,28.7,8,0,0,38,34,0,24,46,46,0,0,0,171,53,41,56.4
Jens Stage,DEN,MF,Werder Bremen,Bundesliga,27,1996,24.5,10,0,0,38,30,4,23,18,30,0,0,0,114,34,26,56.7
Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,24,2000,9.7,0,0,0,2,4,0,11,6,11,0,0,0,64,11,6,64.7
Filip Stankovic,SRB,GK,Venezia,Serie A,22,2002,15.2,1,0,0,0,1,0,0,0,0,0,0,0,15,5,0,100
Jay Stansfield,ENG,MF,Fulham,Premier League,21,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Carl Starfelt,SWE,DF,Celta Vigo,La Liga,29,1995,25.2,5,0,0,21,11,0,0,31,20,0,0,0,77,60,51,54.1
Niklas Stark,GER,DF,Werder Bremen,Bundesliga,29,1995,23.4,6,1,1,30,28,2,3,36,21,0,0,0,73,48,31,60.8
Lucas Stassin,BEL,FW,Saint-Étienne,Ligue 1,19,2004,21,4,0,0,32,26,7,19,3,11,1,0,0,34,15,29,34.1
Jason Steele,ENG,GK,Brighton,Premier League,33,1990,2,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,50
Orri Steinn Óskarsson,ISL,FW,Real Sociedad,La Liga,19,2004,10.5,1,0,0,7,6,10,7,2,6,0,0,0,15,31,55,36
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,28,1996,3.2,0,0,0,4,2,0,25,2,2,0,0,0,11,3,6,33.3
Jack Stephens,ENG,DF,Southampton,Premier League,30,1994,15.4,2,2,0,13,4,1,1,13,20,0,1,0,44,6,10,37.5
Leonidas Stergiou,SUI,DF,Stuttgart,Bundesliga,22,2002,9.5,0,1,0,6,0,1,13,14,13,0,0,0,35,6,8,42.9
Raheem Sterling,ENG,"FW,MF",Arsenal,Premier League,29,1994,5.5,1,0,0,12,8,4,16,1,4,0,0,0,16,1,3,25
Enzo Sternal,FRA,"FW,MF",Marseille,Ligue 1,17,2007,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Finley Stevens,WAL,DF,St. Pauli,Bundesliga,21,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ross Stewart,SCO,FW,Southampton,Premier League,28,1996,4.3,1,0,0,7,7,1,0,1,4,0,0,0,6,13,23,36.1
Angelo Stiller,GER,MF,Stuttgart,Bundesliga,23,2001,30.5,6,0,0,21,48,1,95,26,27,1,0,1,140,18,28,39.1
Kevin Stöger,AUT,MF,Gladbach,Bundesliga,30,1993,17.2,3,0,0,22,40,1,116,16,21,0,0,0,75,5,15,25
Stoichkov,ESP,"MF,FW",Alavés,La Liga,30,1993,7.8,1,0,0,9,16,5,13,1,9,0,0,0,44,5,15,25
Petar Stojanović,SVN,MF,Empoli,Serie A,28,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Jakub Stolarczyk,POL,GK,Leicester City,Premier League,23,2000,10,1,0,0,0,0,0,0,0,1,0,0,0,8,5,0,100
John Stones,ENG,"DF,MF",Manchester City,Premier League,30,1994,6.1,1,0,0,2,2,0,0,4,2,0,0,0,22,8,6,57.1
Jørgen Strand Larsen,NOR,FW,Wolves,Premier League,24,2000,28.7,4,0,0,46,19,16,6,6,6,0,0,0,42,67,100,40.1
Gabriel Strefezza,BRA,"FW,MF",Como,Serie A,27,1997,29.1,5,0,0,46,71,2,123,13,39,0,0,0,108,10,24,29.4
Cristhian Stuani,URU,FW,Girona,La Liga,37,1986,12,4,0,0,35,7,11,2,7,7,0,0,0,14,22,17,56.4
Álex Suárez,ESP,DF,Las Palmas,La Liga,31,1993,27.3,12,0,0,27,21,1,1,13,23,0,1,2,68,25,48,34.2
Denis Suárez,ESP,MF,Villarreal,La Liga,30,1994,6.8,0,0,0,1,7,0,25,3,8,0,0,0,25,1,6,14.3
Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,26,1997,24,0,0,0,32,29,2,78,36,39,0,0,1,125,13,19,40.6
Luka Sučić,CRO,MF,Real Sociedad,La Liga,21,2002,19.9,4,0,0,11,15,3,18,15,18,0,0,0,109,26,25,51
Yukinari Sugawara,JPN,"DF,MF",Southampton,Premier League,24,2000,17.3,4,0,0,15,10,4,70,11,18,0,2,0,44,5,9,35.7
Niklas Süle,GER,DF,Dortmund,Bundesliga,28,1995,11.7,1,0,0,5,2,0,1,4,12,0,1,0,53,12,6,66.7
Ibrahim Sulemana,GHA,MF,Atalanta,Serie A,21,2003,3.1,1,0,0,2,2,0,0,0,4,0,0,0,13,9,4,69.2
Kamaldeen Sulemana,GHA,"FW,MF",Southampton,Premier League,22,2002,15.6,2,0,0,22,11,3,26,6,17,0,0,0,63,13,27,32.5
Crysencio Summerville,NED,"FW,MF",West Ham,Premier League,22,2001,8.7,2,0,0,9,23,4,21,0,7,0,0,0,38,4,9,30.8
